-1 -1 5.34974e-05
-1 -0.984252 0.000107514
-1 -0.968504 0.000162565
-1 -0.952756 0.000219158
-1 -0.937008 0.000277791
-1 -0.92126 0.000338946
-1 -0.905512 0.000403087
-1 -0.889764 0.000470656
-1 -0.874016 0.000542069
-1 -0.858268 0.000617713
-1 -0.84252 0.00069794
-1 -0.826772 0.000783066
-1 -0.811024 0.000873368
-1 -0.795276 0.000969077
-1 -0.779528 0.00107038
-1 -0.76378 0.00117741
-1 -0.748031 0.00129025
-1 -0.732283 0.00140893
-1 -0.716535 0.00153343
-1 -0.700787 0.00166366
-1 -0.685039 0.00179949
-1 -0.669291 0.00194071
-1 -0.653543 0.00208708
-1 -0.637795 0.00223829
-1 -0.622047 0.00239399
-1 -0.606299 0.00255376
-1 -0.590551 0.00271716
-1 -0.574803 0.0028837
-1 -0.559055 0.00305284
-1 -0.543307 0.00322404
-1 -0.527559 0.00339671
-1 -0.511811 0.00357025
-1 -0.496063 0.00374404
-1 -0.480315 0.00391748
-1 -0.464567 0.00408994
-1 -0.448819 0.00426081
-1 -0.433071 0.00442951
-1 -0.417323 0.00459545
-1 -0.401575 0.00475808
-1 -0.385827 0.00491689
-1 -0.370079 0.00507139
-1 -0.354331 0.00522113
-1 -0.338583 0.00536571
-1 -0.322835 0.00550475
-1 -0.307087 0.00563793
-1 -0.291339 0.00576499
-1 -0.275591 0.00588568
-1 -0.259843 0.00599982
-1 -0.244094 0.00610725
-1 -0.228346 0.00620788
-1 -0.212598 0.00630161
-1 -0.19685 0.00638842
-1 -0.181102 0.00646829
-1 -0.165354 0.00654122
-1 -0.149606 0.00660725
-1 -0.133858 0.00666643
-1 -0.11811 0.0067188
-1 -0.102362 0.00676444
-1 -0.0866142 0.00680341
-1 -0.0708661 0.00683576
-1 -0.0551181 0.00686157
-1 -0.0393701 0.00688088
-1 -0.023622 0.00689373
-1 -0.00787402 0.00690014
-1 0.00787402 0.00690014
-1 0.023622 0.00689373
-1 0.0393701 0.00688088
-1 0.0551181 0.00686157
-1 0.0708661 0.00683576
-1 0.0866142 0.00680341
-1 0.102362 0.00676444
-1 0.11811 0.0067188
-1 0.133858 0.00666643
-1 0.149606 0.00660725
-1 0.165354 0.00654122
-1 0.181102 0.00646829
-1 0.19685 0.00638842
-1 0.212598 0.00630161
-1 0.228346 0.00620788
-1 0.244094 0.00610725
-1 0.259843 0.00599982
-1 0.275591 0.00588568
-1 0.291339 0.00576499
-1 0.307087 0.00563793
-1 0.322835 0.00550475
-1 0.338583 0.00536571
-1 0.354331 0.00522113
-1 0.370079 0.00507139
-1 0.385827 0.00491689
-1 0.401575 0.00475808
-1 0.417323 0.00459545
-1 0.433071 0.00442951
-1 0.448819 0.00426081
-1 0.464567 0.00408994
-1 0.480315 0.00391748
-1 0.496063 0.00374404
-1 0.511811 0.00357025
-1 0.527559 0.00339671
-1 0.543307 0.00322404
-1 0.559055 0.00305284
-1 0.574803 0.0028837
-1 0.590551 0.00271716
-1 0.606299 0.00255376
-1 0.622047 0.00239399
-1 0.637795 0.00223829
-1 0.653543 0.00208708
-1 0.669291 0.00194071
-1 0.685039 0.00179949
-1 0.700787 0.00166366
-1 0.716535 0.00153343
-1 0.732283 0.00140893
-1 0.748031 0.00129025
-1 0.76378 0.00117741
-1 0.779528 0.00107038
-1 0.795276 0.000969077
-1 0.811024 0.000873368
-1 0.826772 0.000783066
-1 0.84252 0.00069794
-1 0.858268 0.000617713
-1 0.874016 0.000542069
-1 0.889764 0.000470656
-1 0.905512 0.000403087
-1 0.92126 0.000338946
-1 0.937008 0.000277791
