x,y,z
-0.484252,-0.374016,1
-0.484252,-0.366142,1
-0.484252,-0.358268,1
-0.484252,-0.350394,1
-0.484252,-0.34252,1
-0.484252,-0.334646,1
-0.484252,-0.326772,1
-0.484252,-0.318898,1
-0.484252,-0.311024,1
-0.484252,-0.30315,1
-0.484252,-0.295276,1
-0.484252,-0.287402,1
-0.484252,-0.279528,1
-0.484252,-0.271654,1
-0.484252,-0.26378,1
-0.484252,-0.255906,1
-0.484252,-0.248031,1
-0.484252,-0.240157,1
-0.484252,-0.232283,1
-0.484252,-0.224409,1
-0.484252,-0.216535,1
-0.484252,-0.208661,1
-0.484252,-0.200787,1
-0.484252,-0.192913,1
-0.484252,-0.185039,1
-0.484252,-0.177165,1
-0.484252,-0.169291,1
-0.484252,-0.161417,1
-0.484252,-0.153543,1
-0.484252,-0.145669,1
-0.484252,-0.137795,1
-0.484252,-0.129921,1
-0.484252,-0.122047,1
-0.484252,-0.114173,1
-0.484252,-0.106299,1
-0.484252,-0.0984252,1
-0.484252,-0.0905512,1
-0.484252,-0.0826772,1
-0.484252,-0.0748031,1
-0.484252,-0.0669291,1
-0.484252,-0.0590551,1
-0.484252,-0.0511811,1
-0.484252,-0.0433071,1
-0.484252,-0.0354331,1
-0.484252,-0.0275591,1
-0.484252,-0.019685,1
-0.484252,-0.011811,1
-0.484252,-0.00393701,1
-0.484252,0.00393701,1
-0.484252,0.011811,1
-0.484252,0.019685,1
-0.484252,0.0275591,1
-0.484252,0.0354331,1
-0.484252,0.0433071,1
-0.484252,0.0511811,1
-0.484252,0.0590551,1
-0.484252,0.0669291,1
-0.484252,0.0748031,1
-0.484252,0.0826772,1
-0.484252,0.0905512,1
-0.484252,0.0984252,1
-0.484252,0.106299,1
-0.484252,0.114173,1
-0.484252,0.122047,1
-0.484252,0.129921,1
-0.484252,0.137795,1
-0.484252,0.145669,1
-0.484252,0.153543,1
-0.484252,0.161417,1
-0.484252,0.169291,1
-0.484252,0.177165,1
-0.484252,0.185039,1
-0.484252,0.192913,1
-0.484252,0.200787,1
-0.484252,0.208661,1
-0.484252,0.216535,1
-0.484252,0.224409,1
-0.484252,0.232283,1
-0.484252,0.240157,1
-0.484252,0.248031,1
-0.484252,0.255906,1
-0.484252,0.26378,1
-0.484252,0.271654,1
-0.484252,0.279528,1
-0.484252,0.287402,1
-0.484252,0.295276,1
-0.484252,0.30315,1
-0.484252,0.311024,1
-0.484252,0.318898,1
-0.484252,0.326772,1
-0.484252,0.334646,1
-0.484252,0.34252,1
-0.484252,0.350394,1
-0.484252,0.358268,1
-0.484252,0.366142,1
-0.484252,0.374016,1
-0.484252,0.38189,1
-0.484252,0.389764,1
-0.484252,0.397638,1
-0.484252,0.405512,1
-0.484252,0.413386,1
-0.484252,0.42126,1
-0.484252,0.429134,1
-0.484252,0.437008,1
-0.484252,0.444882,1
-0.484252,0.452756,1
-0.484252,0.46063,1
-0.484252,0.468504,1
-0.484252,0.476378,1
-0.484252,0.484252,1
-0.484252,0.492126,1
-0.484252,0.5,0

-0.476378,-0.5,0
-0.476378,-0.492126,1
-0.476378,-0.484252,1
-0.476378,-0.476378,1
-0.476378,-0.468504,1
-0.476378,-0.46063,1
-0.476378,-0.452756,1
-0.476378,-0.444882,1
-0.476378,-0.437008,1
-0.476378,-0.429134,1
-0.476378,-0.42126,1
-0.476378,-0.413386,1
-0.476378,-0.405512,1
-0.476378,-0.397638,1
-0.476378,-0.389764,1
-0.476378,-0.38189,1
-0.476378,-0.374016,1
-0.476378,-0.366142,1
-0.476378,-0.358268,1
-0.476378,-0.350394,1
-0.476378,-0.34252,1
-0.476378,-0.334646,1
-0.476378,-0.326772,1
-0.476378,-0.318898,1
-0.476378,-0.311024,1
-0.476378,-0.30315,1
-0.476378,-0.295276,1
-0.476378,-0.287402,1
-0.476378,-0.279528,1
-0.476378,-0.271654,1
-0.476378,-0.26378,1
-0.476378,-0.255906,1
-0.476378,-0.248031,1
-0.476378,-0.240157,1
-0.476378,-0.232283,1
-0.476378,-0.224409,1
-0.476378,-0.216535,1
-0.476378,-0.208661,1
-0.476378,-0.200787,1
-0.476378,-0.192913,1
-0.476378,-0.185039,1
-0.476378,-0.177165,1
-0.476378,-0.169291,1
-0.476378,-0.161417,1
-0.476378,-0.153543,1
-0.476378,-0.145669,1
-0.476378,-0.137795,1
-0.476378,-0.129921,1
-0.476378,-0.122047,1
-0.476378,-0.114173,1
-0.476378,-0.106299,1
-0.476378,-0.0984252,1
-0.476378,-0.0905512,1
-0.476378,-0.0826772,1
-0.476378,-0.0748031,1
-0.476378,-0.0669291,1
-0.476378,-0.0590551,1
-0.476378,-0.0511811,1
-0.476378,-0.0433071,1
-0.476378,-0.0354331,1
-0.476378,-0.0275591,1
-0.476378,-0.019685,1
-0.476378,-0.011811,1
-0.476378,-0.00393701,1
-0.476378,0.00393701,1
-0.476378,0.011811,1
-0.476378,0.019685,1
-0.476378,0.0275591,1
-0.476378,0.0354331,1
-0.476378,0.0433071,1
-0.476378,0.0511811,1
-0.476378,0.0590551,1
-0.476378,0.0669291,1
-0.476378,0.0748031,1
-0.476378,0.0826772,1
-0.476378,0.0905512,1
-0.476378,0.0984252,1
-0.476378,0.106299,1
-0.476378,0.114173,1
-0.476378,0.122047,1
-0.476378,0.129921,1
-0.476378,0.137795,1
-0.476378,0.145669,1
-0.476378,0.153543,1
-0.476378,0.161417,1
-0.476378,0.169291,1
-0.476378,0.177165,1
-0.476378,0.185039,1
-0.476378,0.192913,1
-0.476378,0.200787,1
-0.476378,0.208661,1
-0.476378,0.216535,1
-0.476378,0.224409,1
-0.476378,0.232283,1
-0.476378,0.240157,1
-0.476378,0.248031,1
-0.476378,0.255906,1
-0.476378,0.26378,1
-0.476378,0.271654,1
-0.476378,0.279528,1
-0.476378,0.287402,1
-0.476378,0.295276,1
-0.476378,0.30315,1
-0.476378,0.311024,1
-0.476378,0.318898,1
-0.476378,0.326772,1
-0.476378,0.334646,1
-0.476378,0.34252,1
-0.476378,0.350394,1
-0.476378,0.358268,1
-0.476378,0.366142,1
-0.476378,0.374016,1
-0.476378,0.38189,1
-0.476378,0.389764,1
-0.476378,0.397638,1
-0.476378,0.405512,1
-0.476378,0.413386,1
-0.476378,0.42126,1
-0.476378,0.429134,1
-0.476378,0.437008,1
-0.476378,0.444882,1
-0.476378,0.452756,1
-0.476378,0.46063,1
-0.476378,0.468504,1
-0.476378,0.476378,1
-0.476378,0.484252,1
-0.476378,0.492126,1
-0.476378,0.5,0

-0.468504,-0.5,0
-0.468504,-0.492126,1
-0.468504,-0.484252,1
-0.468504,-0.476378,1
-0.468504,-0.468504,1
-0.468504,-0.46063,1
-0.468504,-0.452756,1
-0.468504,-0.444882,1
-0.468504,-0.437008,1
-0.468504,-0.429134,1
-0.468504,-0.42126,1
-0.468504,-0.413386,1
-0.468504,-0.405512,1
-0.468504,-0.397638,1
-0.468504,-0.389764,1
-0.468504,-0.38189,1
-0.468504,-0.374016,1
-0.468504,-0.366142,1
-0.468504,-0.358268,1
-0.468504,-0.350394,1
-0.468504,-0.34252,1
-0.468504,-0.334646,1
-0.468504,-0.326772,1
-0.468504,-0.318898,1
-0.468504,-0.311024,1
-0.468504,-0.30315,1
-0.468504,-0.295276,1
-0.468504,-0.287402,1
-0.468504,-0.279528,1
-0.468504,-0.271654,1
-0.468504,-0.26378,1
-0.468504,-0.255906,1
-0.468504,-0.248031,1
-0.468504,-0.240157,1
-0.468504,-0.232283,1
-0.468504,-0.224409,1
-0.468504,-0.216535,1
-0.468504,-0.208661,1
-0.468504,-0.200787,1
-0.468504,-0.192913,1
-0.468504,-0.185039,1
-0.468504,-0.177165,1
-0.468504,-0.169291,1
-0.468504,-0.161417,1
-0.468504,-0.153543,1
-0.468504,-0.145669,1
-0.468504,-0.137795,1
-0.468504,-0.129921,1
-0.468504,-0.122047,1
-0.468504,-0.114173,1
-0.468504,-0.106299,1
-0.468504,-0.0984252,1
-0.468504,-0.0905512,1
-0.468504,-0.0826772,1
-0.468504,-0.0748031,1
-0.468504,-0.0669291,1
-0.468504,-0.0590551,1
-0.468504,-0.0511811,1
-0.468504,-0.0433071,1
-0.468504,-0.0354331,1
-0.468504,-0.0275591,1
-0.468504,-0.019685,1
-0.468504,-0.011811,1
-0.468504,-0.00393701,1
-0.468504,0.00393701,1
-0.468504,0.011811,1
-0.468504,0.019685,1
-0.468504,0.0275591,1
-0.468504,0.0354331,1
-0.468504,0.0433071,1
-0.468504,0.0511811,1
-0.468504,0.0590551,1
-0.468504,0.0669291,1
-0.468504,0.0748031,1
-0.468504,0.0826772,1
-0.468504,0.0905512,1
-0.468504,0.0984252,1
-0.468504,0.106299,1
-0.468504,0.114173,1
-0.468504,0.122047,1
-0.468504,0.129921,1
-0.468504,0.137795,1
-0.468504,0.145669,1
-0.468504,0.153543,1
-0.468504,0.161417,1
-0.468504,0.169291,1
-0.468504,0.177165,1
-0.468504,0.185039,1
-0.468504,0.192913,1
-0.468504,0.200787,1
-0.468504,0.208661,1
-0.468504,0.216535,1
-0.468504,0.224409,1
-0.468504,0.232283,1
-0.468504,0.240157,1
-0.468504,0.248031,1
-0.468504,0.255906,1
-0.468504,0.26378,1
-0.468504,0.271654,1
-0.468504,0.279528,1
-0.468504,0.287402,1
-0.468504,0.295276,1
-0.468504,0.30315,1
-0.468504,0.311024,1
-0.468504,0.318898,1
-0.468504,0.326772,1
-0.468504,0.334646,1
-0.468504,0.34252,1
-0.468504,0.350394,1
-0.468504,0.358268,1
-0.468504,0.366142,1
-0.468504,0.374016,1
-0.468504,0.38189,1
-0.468504,0.389764,1
-0.468504,0.397638,1
-0.468504,0.405512,1
-0.468504,0.413386,1
-0.468504,0.42126,1
-0.468504,0.429134,1
-0.468504,0.437008,1
-0.468504,0.444882,1
-0.468504,0.452756,1
-0.468504,0.46063,1
-0.468504,0.468504,1
-0.468504,0.476378,1
-0.468504,0.484252,1
-0.468504,0.492126,1
-0.468504,0.5,0

-0.46063,-0.5,0
-0.46063,-0.492126,1
-0.46063,-0.484252,1
-0.46063,-0.476378,1
-0.46063,-0.468504,1
-0.46063,-0.46063,1
-0.46063,-0.452756,1
-0.46063,-0.444882,1
-0.46063,-0.437008,1
-0.46063,-0.429134,1
-0.46063,-0.42126,1
-0.46063,-0.413386,1
-0.46063,-0.405512,1
-0.46063,-0.397638,1
-0.46063,-0.389764,1
-0.46063,-0.38189,1
-0.46063,-0.374016,1
-0.46063,-0.366142,1
-0.46063,-0.358268,1
-0.46063,-0.350394,1
-0.46063,-0.34252,1
-0.46063,-0.334646,1
-0.46063,-0.326772,1
-0.46063,-0.318898,1
-0.46063,-0.311024,1
-0.46063,-0.30315,1
-0.46063,-0.295276,1
-0.46063,-0.287402,1
-0.46063,-0.279528,1
-0.46063,-0.271654,1
-0.46063,-0.26378,1
-0.46063,-0.255906,1
-0.46063,-0.248031,1
-0.46063,-0.240157,1
-0.46063,-0.232283,1
-0.46063,-0.224409,1
-0.46063,-0.216535,1
-0.46063,-0.208661,1
-0.46063,-0.200787,1
-0.46063,-0.192913,1
-0.46063,-0.185039,1
-0.46063,-0.177165,1
-0.46063,-0.169291,1
-0.46063,-0.161417,1
-0.46063,-0.153543,1
-0.46063,-0.145669,1
-0.46063,-0.137795,1
-0.46063,-0.129921,1
-0.46063,-0.122047,1
-0.46063,-0.114173,1
-0.46063,-0.106299,1
-0.46063,-0.0984252,1
-0.46063,-0.0905512,1
-0.46063,-0.0826772,1
-0.46063,-0.0748031,1
-0.46063,-0.0669291,1
-0.46063,-0.0590551,1
-0.46063,-0.0511811,1
-0.46063,-0.0433071,1
-0.46063,-0.0354331,1
-0.46063,-0.0275591,1
-0.46063,-0.019685,1
-0.46063,-0.011811,1
-0.46063,-0.00393701,1
-0.46063,0.00393701,1
-0.46063,0.011811,1
-0.46063,0.019685,1
-0.46063,0.0275591,1
-0.46063,0.0354331,1
-0.46063,0.0433071,1
-0.46063,0.0511811,1
-0.46063,0.0590551,1
-0.46063,0.0669291,1
-0.46063,0.0748031,1
-0.46063,0.0826772,1
-0.46063,0.0905512,1
-0.46063,0.0984252,1
-0.46063,0.106299,1
-0.46063,0.114173,1
-0.46063,0.122047,1
-0.46063,0.129921,1
-0.46063,0.137795,1
-0.46063,0.145669,1
-0.46063,0.153543,1
-0.46063,0.161417,1
-0.46063,0.169291,1
-0.46063,0.177165,1
-0.46063,0.185039,1
-0.46063,0.192913,1
-0.46063,0.200787,1
-0.46063,0.208661,1
-0.46063,0.216535,1
-0.46063,0.224409,1
-0.46063,0.232283,1
-0.46063,0.240157,1
-0.46063,0.248031,1
-0.46063,0.255906,1
-0.46063,0.26378,1
-0.46063,0.271654,1
-0.46063,0.279528,1
-0.46063,0.287402,1
-0.46063,0.295276,1
-0.46063,0.30315,1
-0.46063,0.311024,1
-0.46063,0.318898,1
-0.46063,0.326772,1
-0.46063,0.334646,1
-0.46063,0.34252,1
-0.46063,0.350394,1
-0.46063,0.358268,1
-0.46063,0.366142,1
-0.46063,0.374016,1
-0.46063,0.38189,1
-0.46063,0.389764,1
-0.46063,0.397638,1
-0.46063,0.405512,1
-0.46063,0.413386,1
-0.46063,0.42126,1
-0.46063,0.429134,1
-0.46063,0.437008,1
-0.46063,0.444882,1
-0.46063,0.452756,1
-0.46063,0.46063,1
-0.46063,0.468504,1
-0.46063,0.476378,1
-0.46063,0.484252,1
-0.46063,0.492126,1
-0.46063,0.5,0

-0.452756,-0.5,0
-0.452756,-0.492126,1
-0.452756,-0.484252,1
-0.452756,-0.476378,1
-0.452756,-0.468504,1
-0.452756,-0.46063,1
-0.452756,-0.452756,1
-0.452756,-0.444882,1
-0.452756,-0.437008,1
-0.452756,-0.429134,1
-0.452756,-0.42126,1
-0.452756,-0.413386,1
-0.452756,-0.405512,1
-0.452756,-0.397638,1
-0.452756,-0.389764,1
-0.452756,-0.38189,1
-0.452756,-0.374016,1
-0.452756,-0.366142,1
-0.452756,-0.358268,1
-0.452756,-0.350394,1
-0.452756,-0.34252,1
-0.452756,-0.334646,1
-0.452756,-0.326772,1
-0.452756,-0.318898,1
-0.452756,-0.311024,1
-0.452756,-0.30315,1
-0.452756,-0.295276,1
-0.452756,-0.287402,1
-0.452756,-0.279528,1
-0.452756,-0.271654,1
-0.452756,-0.26378,1
-0.452756,-0.255906,1
-0.452756,-0.248031,1
-0.452756,-0.240157,1
-0.452756,-0.232283,1
-0.452756,-0.224409,1
-0.452756,-0.216535,1
-0.452756,-0.208661,1
-0.452756,-0.200787,1
-0.452756,-0.192913,1
-0.452756,-0.185039,1
-0.452756,-0.177165,1
-0.452756,-0.169291,1
-0.452756,-0.161417,1
-0.452756,-0.153543,1
-0.452756,-0.145669,1
-0.452756,-0.137795,1
-0.452756,-0.129921,1
-0.452756,-0.122047,1
-0.452756,-0.114173,1
-0.452756,-0.106299,1
-0.452756,-0.0984252,1
-0.452756,-0.0905512,1
-0.452756,-0.0826772,1
-0.452756,-0.0748031,1
-0.452756,-0.0669291,1
-0.452756,-0.0590551,1
-0.452756,-0.0511811,1
-0.452756,-0.0433071,1
-0.452756,-0.0354331,1
-0.452756,-0.0275591,1
-0.452756,-0.019685,1
-0.452756,-0.011811,1
-0.452756,-0.00393701,1
-0.452756,0.00393701,1
-0.452756,0.011811,1
-0.452756,0.019685,1
-0.452756,0.0275591,1
-0.452756,0.0354331,1
-0.452756,0.0433071,1
-0.452756,0.0511811,1
-0.452756,0.0590551,1
-0.452756,0.0669291,1
-0.452756,0.0748031,1
-0.452756,0.0826772,1
-0.452756,0.0905512,1
-0.452756,0.0984252,1
-0.452756,0.106299,1
-0.452756,0.114173,1
-0.452756,0.122047,1
-0.452756,0.129921,1
-0.452756,0.137795,1
-0.452756,0.145669,1
-0.452756,0.153543,1
-0.452756,0.161417,1
-0.452756,0.169291,1
-0.452756,0.177165,1
-0.452756,0.185039,1
-0.452756,0.192913,1
-0.452756,0.200787,1
-0.452756,0.208661,1
-0.452756,0.216535,1
-0.452756,0.224409,1
-0.452756,0.232283,1
-0.452756,0.240157,1
-0.452756,0.248031,1
-0.452756,0.255906,1
-0.452756,0.26378,1
-0.452756,0.271654,1
-0.452756,0.279528,1
-0.452756,0.287402,1
-0.452756,0.295276,1
-0.452756,0.30315,1
-0.452756,0.311024,1
-0.452756,0.318898,1
-0.452756,0.326772,1
-0.452756,0.334646,1
-0.452756,0.34252,1
-0.452756,0.350394,1
-0.452756,0.358268,1
-0.452756,0.366142,1
-0.452756,0.374016,1
-0.452756,0.38189,1
-0.452756,0.389764,1
-0.452756,0.397638,1
-0.452756,0.405512,1
-0.452756,0.413386,1
-0.452756,0.42126,1
-0.452756,0.429134,1
-0.452756,0.437008,1
-0.452756,0.444882,1
-0.452756,0.452756,1
-0.452756,0.46063,1
-0.452756,0.468504,1
-0.452756,0.476378,1
-0.452756,0.484252,1
-0.452756,0.492126,1
-0.452756,0.5,0

-0.444882,-0.5,0
-0.444882,-0.492126,1
-0.444882,-0.484252,1
-0.444882,-0.476378,1
-0.444882,-0.468504,1
-0.444882,-0.46063,1
-0.444882,-0.452756,1
-0.444882,-0.444882,1
-0.444882,-0.437008,1
-0.444882,-0.429134,1
-0.444882,-0.42126,1
-0.444882,-0.413386,1
-0.444882,-0.405512,1
-0.444882,-0.397638,1
-0.444882,-0.389764,1
-0.444882,-0.38189,1
-0.444882,-0.374016,1
-0.444882,-0.366142,1
-0.444882,-0.358268,1
-0.444882,-0.350394,1
-0.444882,-0.34252,1
-0.444882,-0.334646,1
-0.444882,-0.326772,1
-0.444882,-0.318898,1
-0.444882,-0.311024,1
-0.444882,-0.30315,1
-0.444882,-0.295276,1
-0.444882,-0.287402,1
-0.444882,-0.279528,1
-0.444882,-0.271654,1
-0.444882,-0.26378,1
-0.444882,-0.255906,1
-0.444882,-0.248031,1
-0.444882,-0.240157,1
-0.444882,-0.232283,1
-0.444882,-0.224409,1
-0.444882,-0.216535,1
-0.444882,-0.208661,1
-0.444882,-0.200787,1
-0.444882,-0.192913,1
-0.444882,-0.185039,1
-0.444882,-0.177165,1
-0.444882,-0.169291,1
-0.444882,-0.161417,1
-0.444882,-0.153543,1
-0.444882,-0.145669,1
-0.444882,-0.137795,1
-0.444882,-0.129921,1
-0.444882,-0.122047,1
-0.444882,-0.114173,1
-0.444882,-0.106299,1
-0.444882,-0.0984252,1
-0.444882,-0.0905512,1
-0.444882,-0.0826772,1
-0.444882,-0.0748031,1
-0.444882,-0.0669291,1
-0.444882,-0.0590551,1
-0.444882,-0.0511811,1
-0.444882,-0.0433071,1
-0.444882,-0.0354331,1
-0.444882,-0.0275591,1
-0.444882,-0.019685,1
-0.444882,-0.011811,1
-0.444882,-0.00393701,1
-0.444882,0.00393701,1
-0.444882,0.011811,1
-0.444882,0.019685,1
-0.444882,0.0275591,1
-0.444882,0.0354331,1
-0.444882,0.0433071,1
-0.444882,0.0511811,1
-0.444882,0.0590551,1
-0.444882,0.0669291,1
-0.444882,0.0748031,1
-0.444882,0.0826772,1
-0.444882,0.0905512,1
-0.444882,0.0984252,1
-0.444882,0.106299,1
-0.444882,0.114173,1
-0.444882,0.122047,1
-0.444882,0.129921,1
-0.444882,0.137795,1
-0.444882,0.145669,1
-0.444882,0.153543,1
-0.444882,0.161417,1
-0.444882,0.169291,1
-0.444882,0.177165,1
-0.444882,0.185039,1
-0.444882,0.192913,1
-0.444882,0.200787,1
-0.444882,0.208661,1
-0.444882,0.216535,1
-0.444882,0.224409,1
-0.444882,0.232283,1
-0.444882,0.240157,1
-0.444882,0.248031,1
-0.444882,0.255906,1
-0.444882,0.26378,1
-0.444882,0.271654,1
-0.444882,0.279528,1
-0.444882,0.287402,1
-0.444882,0.295276,1
-0.444882,0.30315,1
-0.444882,0.311024,1
-0.444882,0.318898,1
-0.444882,0.326772,1
-0.444882,0.334646,1
-0.444882,0.34252,1
-0.444882,0.350394,1
-0.444882,0.358268,1
-0.444882,0.366142,1
-0.444882,0.374016,1
-0.444882,0.38189,1
-0.444882,0.389764,1
-0.444882,0.397638,1
-0.444882,0.405512,1
-0.444882,0.413386,1
-0.444882,0.42126,1
-0.444882,0.429134,1
-0.444882,0.437008,1
-0.444882,0.444882,1
-0.444882,0.452756,1
-0.444882,0.46063,1
-0.444882,0.468504,1
-0.444882,0.476378,1
-0.444882,0.484252,1
-0.444882,0.492126,1
-0.444882,0.5,0

-0.437008,-0.5,0
-0.437008,-0.492126,1
-0.437008,-0.484252,1
-0.437008,-0.476378,1
-0.437008,-0.468504,1
-0.437008,-0.46063,1
-0.437008,-0.452756,1
-0.437008,-0.444882,1
